StarID,Name
2523,Cedric Hardwicke
2524,Robert Newton
2525,Margaret Lockwood
2526,Michael Redgrave
2527,Sylvia Sidney
2528,Oskar Homolka
2529,Desmond Tester
2530,Leslie Banks
2531,Edna Best
2532,Carl Brisson
2533,Lillian Hall-Davis
2534,Ian Hunter
2535,June Tripp
2536,Ivor Novello
2537,Marie Ault
2538,Maurice Dean Wint
2539,David Hewlett
2540,Ian Michael Smith
2541,Giancarlo Giannini
2542,Mariangela Melato
2543,Riccardo Salvino
2544,Chris Makepeace
2545,Adam Baldwin
2546,Susanna Hoffs
2547,Dedee Pfeiffer
2548,Paul Lazar
2549,Gary Friedkin
2550,Robert Glaudini
2551,Luca Bercovici
2552,Michelle Johnson
2553,Linda Warren
2554,Maria Bello
2555,Jay Paulson
2556,Ken Leung
2557,Jeffrey Falcon
2558,Justin McGuire
2559,Kim De Angelo
2560,Alicia Witt
2561,Rebecca Gayheart
2562,Jason Barry
2563,James Whitmore
2564,Joan Weldon
2565,Wilford Brimley
2566,Fred Ward
2567,Walker Jones
2568,Chris Kattan
2569,Will Ferrell
2570,Raquel Gardner
2571,Kevin Gage
2572,Dee Snider
2573,Zero Mostel
2574,Dick Shawn
2575,Ronee Blakley
2576,Daniel Craig
2577,Kieran Culkin
2578,Elden Henson
2579,Marlee Matlin
2580,Oprah Winfrey
2581,Yada Beener
2582,Katherine Heigl
2583,Jane Adams
2584,Joshua Jackson
2585,Jason Isaacs
2586,Nicoletta Braschi
2587,Giorgio Cantarini
2588,Robyn Lynne Raab
2589,Debbie Harry
2590,Matthew Lawrence
2591,Daniel Baldwin
2592,Nas
2593,DMX
2594,Taral Hicks
2595,Henry Winkler
2596,Cate Blanchett
2597,Liz Giles
2598,Rod Culbertson
2599,Jonathan Rhys Meyers
2600,Freddie Prinze Jr.
2601,Brandy Norwood
2602,Jessica Biel
2603,Adam LaVorgna
2604,Claire Forlani
2605,Hugh Dillon
2606,Callum Keith Rennie
2607,John Pyper-Ferguson
2608,Rebecca De Mornay
2609,Paula Prentiss
2610,Peter Masterson
2611,Chloe Webb
2612,David Hayman
2613,Cathy Tyson
2614,Giulietta Masina
2615,François Périer
2616,Franca Marzi
2617,Elizabeth Daily
2618,Kath Soucie
2619,Fernanda Montenegro
2620,Vinícius de Oliveira
2621,Marília Pêra
2622,Pascal Rollin
2623,Ian Bannen
2624,David Kelly
2625,Ulrich Thomsen
2626,Henning Moritzen
2627,Thomas Bo Larsen
2628,Divine
2629,David Lochary
2630,Mary Vivian Pearce
2631,Edward D. Wood Jr.
2632,Lyle Talbot
2633,Akihiko Hirata
2634,Akira Takarada
2635,Raymond Burr
2636,Keiju Kobayashi
2637,Ken Tanaka
2638,Tadao Takashima
2639,Kenji Sahara
2640,Yû Fujiki
2641,Fay Wray
2642,Robert Armstrong
2643,Bruce Cabot
2644,Charles Grodin
2645,Peter Elliott
2646,Meg Foster
2647,Yara Vaneau
2648,Joe Don Baker
2649,Dana Wheeler-Nicholson
2650,Hal Holbrook
2651,Brigitte Nielsen
2652,Sandahl Bergman
2653,Gedde Watanabe
2654,Alexander Godunov
2655,Tanya Roberts
2656,Mathilda May
2657,Peter Firth
2658,G.W. Bailey
2659,Bubba Smith
2660,David Graf
2661,Michael Winslow
2662,Alessandro Gassmann
2663,Francesca d'Aloja
2664,Jane Horrocks
2665,Jason Schwartzman
2666,Olivia Williams
2667,Joseph Fiennes
2668,John Payne
2669,Dudley Moore
2670,David Huddleston
2671,Carrie Snodgress
2672,Charles Napier
2673,Marc de Jonge
2674,Don Ameche
2675,Hume Cronyn
2676,Nicholas Rowe
2677,Alan Cox
2678,Sophie Ward
2679,Sally Kellerman
2680,Jackie Gleason
2681,Pat E. Johnson
2682,Robyn Lively
2683,Sean McGinley
2684,Jim Caviezel
2685,Jordana Brewster
2686,Clea DuVall
2687,Laura Harris
2688,Terry Moore
2689,Ben Johnson
2690,Daniel London
2691,Katie Sagona
2692,James Van Der Beek
2693,Paul Walker
2694,Christa Denton
2695,Louis Tripp
2696,Lucy Deakins
2697,Jay Underwood
2698,David Hedison
2699,Patricia Owens
2700,John Getz
2701,Daphne Zuniga
2702,Lee Richardson
2703,Steven Bauer
2704,Marilyn Burns
2705,Edwin Neal
2706,Allen Danziger
2707,Caroline Williams
2708,Jim Siedow
2709,Robert Jacks
2710,Matthew Labyorteaux
2711,Michael Sharrett
2712,Helmut Qualtinger
2713,Stephen Collins
2714,John Wood
2715,Barry Miller
2716,John Meillon
2717,Rae Dawn Chong
2718,Vanity
2719,Chuck Norris
2720,Louis Gossett Jr.
2721,Melody Anderson
2722,Peter Mullan
2723,Louise Goodall
2724,Gary Lewis
2725,Jimmy Nail
2726,Álex Angulo
2727,Armando De Razza
2728,Santiago Segura
2729,Karlheinz Böhm
2730,Anna Massey
2731,Moira Shearer
2732,Gregg Henry
2733,Myles Berkowitz
2734,Elisabeth Wagner
2735,Richard Arlook
2736,Ben Becker
2737,Heino Ferch
2738,Ulrich Noethen
2739,Barry Bostwick
2740,Jennifer Drake
2741,Eric Baugin
2742,Julie Benz
2743,Jake Gyllenhaal
2744,Ron Livingston
2745,David Herman
2746,Massoumeh Naderi
2747,Zahra Naderi
2748,Ghorban Ali Naderi
2749,Casey Affleck
2750,Nina van Pallandt
2751,Ken Ogata
2752,Sumiko Sakamoto
2753,Tonpei Hidari
2754,Dale Midkiff
2755,Denise Crosby
2756,Fred Gwynne
2757,Anthony Edwards
2758,Terence Knox
2759,Paul Scherrer
2760,Ryan Bollman
2761,Daniel Cerny
2762,Ron Melendez
2763,Keith Gordon
2764,John Stockwell
2765,Alexandra Paul
2766,Dean Martin
2767,Lee Grant
2768,Timothy Bottoms
2769,Richard Widmark
2770,Robin Riker
2771,Michael V. Gazzo
2772,Yul Brynner
2773,Richard Benjamin
2774,Richard Jordan
2775,James Franciscus
2776,Maurice Evans
2777,Claude Akins
2778,Natalie Trundy
2779,Don Murray
2780,Ricardo Montalban
2781,Bradford Dillman
2782,Ava Gardner
2783,Telly Savalas
2784,Ric Young
2785,Dexter Fletcher
2786,Nick Moran
2787,Vincent Martinez
2788,Vincent Lindon
2789,Emily Bergl
2790,Dylan Bruno
2791,Saffron Burrows
2792,Claire Bloom
2793,Richard Johnson
2794,Heidi von Palleske
2795,Andrew Lowery
2796,Traci Lind
2797,Danny Zorn
2798,Barbara Shelley
2799,Michael Gwynn
2800,Ian Hendry
2801,Alan Badel
2802,Barbara Ferris
2803,Philippe Nahon
2804,Blandine Lenoir
2805,Frankie Pain
2806,Martin Vidnovic
2807,Christiane Noll
2808,LisaGay Hamilton
2809,Catherine McCormack
2810,Rita Moreno
2811,Thomas McHugh
2812,Fred Newman
2813,Chris Phillips
2814,Geoffrey Blake
2815,Bobby Boriello
2816,Carrie-Anne Moss
2817,Heath Ledger
2818,Julia Stiles
2819,Miguel Ángel Solá
2820,Cecilia Narova
2821,Mía Maestro
2822,Natacha Régnier
2823,Lee Ross
2824,Jeremy Theobald
2825,Alex Haw
2826,Lucy Russell
2827,Scott Wolf
2828,Michael Vartan
2829,Teddy Robin Kwan
2830,Najwa Nimri
2831,Fele Martínez
2832,Nancho Novo
2833,Obba Babatundé
2834,Danny Nucci
2835,George Newbern
2836,Bella Riza
2837,Michel Blanc
2838,Eduardo Noriega
2839,Penélope Cruz
2840,Chete Lera
2841,Michael A. Goorjian
2842,Ever Carradine
2843,Chris Klein
2844,Seth Green
2845,Ben Silverstone
2846,Brad Gorton
2847,Charlotte Brittain
2848,Li Chen
2849,Zhaoji Jia
2850,Zhigang Zhang
2851,Rebecca Pidgeon
2852,Jack Carson
2853,Zachary Scott
2854,Kelli Maroney
2855,Robert Beltran
2856,Tony O'Dell
2857,Russell Todd
2858,Danielle von Zerneck
2859,Michael Caton
2860,Anne Tenney
2861,Stephen Curry
2862,Jacob Tierney
2863,Deon Richmond
2864,Donald Faison
2865,Guy Torry
2866,Arata Iura
2867,Erika Oda
2868,Susumu Terajima
2869,Jet Li
2870,Ching Wan Lau
2871,Karen Mok
2872,Claudio Santamaria
2873,Zbigniew Cybulski
2874,Iga Cembrzynska
2875,Elzbieta Czyzewska
2876,Zita Johann
2877,David Manners
2878,Peter Cushing
2879,Yvonne Furneaux
2880,Diana Scarwid
2881,Steve Forrest
2882,Richard Pryor
2883,Helen Chandler
2884,Mae Clarke
2885,Lon Chaney Jr.
2886,Ilona Massey
2887,Patric Knowles
2888,Hazel Court
2889,Robert Urquhart
2890,Warren William
2891,Annie McEnroe
2892,Reb Brown
2893,John Agar
2894,Mara Corday
2895,Leo G. Carroll
2896,Kenneth Tobey
2897,Margaret Sheridan
2898,James Arness
2899,Richard Carlson
2900,Barbara Rush
2901,Charles Drake
2902,Gene Barry
2903,Ann Robinson
2904,Les Tremayne
2905,Kevin McCarthy
2906,Dana Wynter
2907,Larry Gates
2908,Joan Taylor
2909,Donald Curtis
2910,Harry Guardino
2911,Rip Torn
2912,Richard McCabe
2913,Craig Bierko
2914,Compay Segundo
2915,Ibrahim Ferrer
2916,Rubén González
2917,Rafer Weigel
2918,Eric McCormack
2919,Vanessa Martinez
2920,Jean-Luc Bideau
2921,Christoph Koncz
2922,Brian Blessed
2923,Peter Vaughan
2924,Mélanie Thierry
2925,Franka Potente
2926,Moritz Bleibtreu
2927,Herbert Knaup
2928,Jon Stewart
2929,David Wenham
2930,Lynette Curran
2931,Thierry Lhermitte
2932,Jacques Villeret
2933,Francis Huster
2934,Om Puri
2935,Akbar Kurtha
2936,Peter Phelps
2937,Carolyn Bock
2938,William Zappa
2939,Adrien Brody
2940,Jason Biggs
2941,Marie Rivière
2942,Béatrice Romand
2943,Alain Libolt
2944,Steve Whitmire
2945,Bill Barretta
2946,Heather Donahue
2947,Michael C. Williams
2948,Joshua Leonard
2949,Joely Fisher
2950,Thomas Jane
2951,Michael Polish
2952,Mark Polish
2953,Michele Hicks
2954,Coleen Gray
2955,Vince Edwards
2956,Frank Silvera
2957,Irene Kane
2958,Jamie Smith
2959,Sue Lyon
2960,Marisa Berenson
2961,Jean-Pierre Léaud
2962,Albert Rémy
2963,Claire Maurier
2964,Oskar Werner
2965,Henri Serre
2966,Cyndi Lauper
2967,Ramon Bieri
2968,J.L. Reate
2969,Blythe Danner
2970,Stacey Glick
2971,Jill Ireland
2972,Stephen Elliott
2973,David Allen Brooks
2974,Victor Love
2975,Plácido Domingo
2976,Katia Ricciarelli
2977,Justino Díaz
2978,Ray McAnally
2979,Ellen Greene
2980,Vincent Gardenia
2981,Jonathan Haze
2982,Jackie Joseph
2983,Mel Welles
2984,Richard Chamberlain
2985,Mike Starr
2986,Scott Valentine
2987,Nicole Picard
2988,Matt Mitler
2989,Kim Stanley
2990,Michelle Williams
2991,Dan Hedaya
2992,Eli Marienthal
2993,Paul Burke
2994,Stephen McCole
2995,Maurice Roëves
2996,Garry Sweeney
2997,Adrian Grenier
2998,Clark Gregg
2999,Aleksa Palladino
3000,Giuseppe Andrews
3001,James DeBello
3002,Karyn Dwyer
3003,Christina Cox
3004,Alex Dimitriades
3005,Elena Mandalis
3006,Damien Fotiou
3007,Barbara Steele
3008,John Kerr
3009,Jane Asher
3010,Gilda Radner
3011,Alan King
3012,Jonathan Scott-Taylor
3013,Rossano Brazzi
3014,Don Gordon
3015,Robert Hays
3016,Julie Hagerty
3017,Vince Vieluf
3018,Dana Hill
3019,Imogene Coca
3020,Madolyn Smith Osborne
3021,Kevin O'Morrison
3022,Robert Loggia
3023,Michael Oliver
3024,John Ritter
3025,Gabriel Damon
3026,Peter Billingsley
3027,Melinda Dillon
3028,Marisa Coughlan
3029,Bill Goldberg
3030,Heidi Schanz
3031,Junko Iwao
3032,Rica Matsumoto
3033,Shinpachi Tsuji
3034,LL Cool J
3035,Jason Gedrick
3036,David Suchet
3037,Mark Humphrey
3038,Stuart Margolin
3039,Rachel McLish
3040,Jason Cadieux
3041,Joanne Vannicola
3042,Cliff Robertson
3043,Alfred Drake
3044,José Wilker
3045,Diane Venora
3046,Dennis Storhøi
3047,Shawn Hatosy
3048,Amy Smart
3049,Kevin McKidd
3050,Julie Graham
3051,Rami Doueiri
3052,Naamar Sahli
3053,Mohamad Chamas
3054,Zachary David Cope
3055,Bajram Severdzan
3056,Srdjan 'Zika' Todorovic
3057,Branka Katic
3058,Sheryl Crow
3059,Kyôko Koizumi
3060,Chatran
3061,Rita Hayworth
3062,Micheál MacLiammóir
3063,Robert Coote
3064,Howard E. Rollins Jr.
3065,Adolph Caesar
3066,Art Evans
3067,Leif Erickson
3068,Paul McCartney
3069,George Harrison
3070,Ringo Starr
3071,David Byrne
3072,Bernie Worrell
3073,Alex Weir
3074,Peter Greene
3075,John Lennon
3076,Jade Gordon
3077,John Taylor
3078,Michael Des Barres
3079,Don Stroud
3080,William Ragsdale
3081,Amanda Bearse
3082,Nigel Terry
3083,Nicholas Clay
3084,John Raitt
3085,Carol Haney
3086,Lanny Flaherty
3087,Gary Imhoff
3088,Gino Conforti
3089,Roger Daltrey
3090,Vincent Van Patten
3091,Carol 'Do Do' Cheng
3092,Eva Cobo
3093,Alan Tam
3094,Lola Forner
3095,Hannah Taylor Gordon
3096,Éva Igó
3097,Loren Dean
3098,Kathleen Robertson
3099,Jean Smart
3100,Kevin Clash
3101,Dane Cook
3102,John Pinette
3103,Melissa Joan Hart
3104,Iain Robertson
3105,Caroline Ducey
3106,Sagamore Stévenin
3107,François Berléand
3108,Janice Rule
3109,Barbara Jefford
3110,Victor Poletti
3111,Jessica Dragonette
3112,Lanny Ross
3113,Pinto Colvig
3114,Jason Beghe
3115,John Pankow
3116,Kate McNeil
3117,A. Michael Baldwin
3118,Bill Thornbury
3119,Reggie Bannister
3120,Molly Shannon
3121,Elaine Hendrix
3122,Peter Sarsgaard
3123,Lesley Ann Warren
3124,Alan Ruck
3125,Verna Bloom
3126,Inger Stevens
3127,Siu-Tin Yuen
3128,Jang-Lee Hwang
3129,Stefania Sandrelli
3130,Gastone Moschin
3131,Sonny Bono
3132,Ruth Brown
3133,Theresa Russell
3134,Everett Alvarez
3135,Ron Bliss
3136,Fred Cherry
3137,Davor Dujmovic
3138,Bora Todorovic
3139,Ljubica Adzovic
3140,Charles Coburn
3141,Veronica Lake
3142,Robert Warwick
3143,Jean Peters
3144,Glenn Ford
3145,George Macready
3146,Mitzi Gaynor
3147,Michael Nouri
3148,Lilia Skala
3149,Linh Dan Pham
3150,Lee Marvin
3151,Gert Fröbe
3152,Honor Blackman
3153,Lotte Lenya
3154,Ursula Andress
3155,Bernard Lee
3156,Brooke Shields
3157,Christopher Atkins
3158,Leo McKern
3159,Gian Maria Volontè
3160,Marianne Koch
3161,Philip Baker Hall
3162,Meat Loaf
3163,Colleen Rennison
3164,Colin Firth
3165,Ruth Gemmell
3166,Luke Aikman
3167,Brian Fisk
3168,Catherine Oxenberg
3169,Richard Farnsworth
3170,Jane Galloway Heitz
3171,Nancy Kelly
3172,Patty McCormack
3173,Gage Clarke
3174,Pierre Barouh
3175,José Lewgoy
3176,Ann Reinking
3177,Wen Jiang
3178,Rujun Teng
3179,Bill Bernstein
3180,Morris Chestnut
3181,Lucas Black
3182,Joe Basile
3183,Scott Burkholder
3184,Liz Coke
3185,Jenny Seagrove
3186,Dwier Brown
3187,Carey Lowell
3188,Nigel Green
3189,Guy Doleman
3190,Belinda Bauer
3191,Joanna Cassidy
3192,Paul Le Mat
3193,Elizabeth Cheshire
3194,Carole Bouquet
3195,Topol
3196,Robert Davi
3197,Yaphet Kotto
3198,David Dukes
3199,Kelly Piper
3200,Claudine Auger
3201,Adolfo Celi
3202,Henry Dinhofer
3203,Yôji Matsuda
3204,Yuriko Ishida
3205,Yûko Tanaka
3206,Lionel Abelanski
3207,Rufus
3208,Clément Harari
3209,Émilie Dequenne
3210,Fabrizio Rongione
3211,Anne Yernaux
3212,Michael Sarrazin
3213,Bruce Abbott
3214,Claude Earl Jones
3215,Cicely Tyson
3216,Angel Ramirez Jr.
3217,Lois Chiles
3218,Domenick John
3219,James Le Gros
3220,Shawn Carson
3221,Jeanne Austin
3222,Buster Keaton
3223,Marion Mack
3224,Glen Cavender
3225,Heather Menzies-Urich
3226,Cyril Cusack
3227,Billy Dee Williams
3228,Eijirô Tôno
3229,Anthony Zerbe
3230,Rosalind Cash
3231,Brian Bedford
3232,Roger Miller
3233,James Cagney
3234,Nicholas Kadi
3235,Chief Dan George
3236,Andy Griffith
3237,Anthony Franciosa
3238,Harvey Atkin
3239,Kate Lynch
3240,Richard Mulligan
3241,Hamilton Camp
3242,John Mengatti
3243,Patrick Dempsey
3244,Al Waxman
3245,Jack Nance
3246,Sarah Douglas
3247,Hugh Laurie
3248,Stephen Fry
3249,Laurel Holloman
3250,Nicole Ari Parker
3251,Maggie Moore
3252,Eve Arden
3253,Hart Bochner
3254,Rab Affleck
3255,Veronica Taylor
3256,Rachael Lillis
3257,Eric Stuart
3258,Arsinée Khanjian
3259,Elaine Cassidy
3260,James Naughton
3261,John Livingston
3262,Yasiin Bey
3263,Robert Arkins
3264,Michael Aherne
3265,Angeline Ball
3266,Marjorie Reynolds
3267,Sara Gilbert
3268,Jaime Pressly
3269,Megan Edwards
3270,Sô Yamamura
3271,Carmen Maura
3272,Julieta Serrano
3273,Estelle Harris
3274,Mark Phelan
3275,Cher
3276,Olympia Dukakis
3277,Will Geer
3278,Delle Bolton
3279,John Fraser
3280,Lou Jacobi
3281,Bebe Neuwirth
3282,Alessandro Nivola
3283,Cecilia Roth
3284,Candela Peña
3285,Stan Laurel
3286,Oliver Hardy
3287,Virginia Karns
3288,Wallace Ford
3289,William H. Lynn
3290,Lamberto Maggiorani
3291,Enzo Staiola
3292,Lianella Carell
3293,Tsutomu Yamazaki
3294,Ken'ichi Hagiwara
3295,James Wilby
3296,Jane Darwell
3297,John Carradine
3298,June Allyson
3299,Margaret Sullavan
3300,Julie Kavner
3301,Adam Bryant
3302,Shane Bailey
3303,Ed Berke
3304,Jewel Kilcher
3305,Sheryl Lee Ralph
3306,Julie Hamilton
3307,Samantha Morton
3308,Mary Pickford
3309,Milla Davenport
3310,Percy Haswell
3311,Jean Gabin
3312,Dita Parlo
3313,Pierre Fresnay
3314,Mark Harmon
3315,Blair Brown
3316,Michael Clarke Duncan
3317,Ray Winstone
3318,Annabelle Apsion
3319,Kate Ashfield
3320,Kerwin Mathews
3321,Kathryn Grant
3322,Richard Eyer
3323,Zhou Sun
3324,James Levine
3325,Itzhak Perlman
3326,Toby Stephens
3327,Allan Corduner
3328,Candice Bergen
3329,Art Garfunkel
3330,Simone Signoret
3331,Heather Sears
3332,Gerry Becker
3333,Mike Epps
3334,Vicellous Shannon
3335,Joe Breen
3336,Osheen Jones
3337,Sofia Polanska
3338,Pavol Simon
3339,Ivan Lukac
3340,Frankie Muniz
3341,Ayesha Dharker
3342,K. Krishna
3343,Sonu Sisupal
3344,Don Taylor
3345,Otto Preminger
3346,Victor Jory
3347,Otis Young
3348,Billy Green Bush
3349,Dale Reeves
3350,Kevin Conroy
3351,David Marshall Grant
3352,Janet Gaynor
3353,Janet Suzman
3354,Brian Deacon
3355,Eric Deacon
3356,Andréa Ferréol
3357,Eiji Okada
3358,Kyôko Kishida
3359,Hiroko Itô
3360,Selma Blair
3361,Maria Schell
3362,Bruno Kirby
3363,Craig Ferguson
3364,Chris Langham
3365,David Rasche
3366,Orgyen Tobgyal
3367,Neten Chokling
3368,Jamyang Lodro
3369,Quinn Cummings
3370,Vincent Spano
3371,Gary Kemp
3372,Mädchen Amick
3373,Teresa Mo
3374,Benoît Poelvoorde
3375,Jacqueline Poelvoorde-Pappaert
3376,Nelly Pappaert
3377,Carlos Gallardo
3378,Consuelo Gómez
3379,Jaime de Hoyos
3380,Estelle Getty
3381,Roy Dotrice
3382,Brian McElroy
3383,Frank Acciarito
3384,Norman Reedus
3385,Anjanette Comer
3386,Seymour Cassel
3387,Val Avery
3388,Joanne Woodward
3389,Jack Gilford
3390,Daniel York
3391,Patcharawan Patarakijjanon
3392,Mark Webber
3393,Nikita Hopkins
3394,Ken Sansom
3395,Minzhi Wei
3396,Huike Zhang
3397,Zhenda Tian
3398,Neville Brand
3399,Mel Ferrer
3400,Carolyn Jones
3401,Bruce Jones
3402,Julie Brown
3403,Gemma Phoenix
3404,Judy Geeson
3405,Christian Roberts
3406,Vin Diesel
3407,Cole Hauser
3408,Thomas Goodridge
3409,Faruk Pruti
3410,Tony Peters
3411,Merna Kennedy
3412,Al Ernest Garcia
3413,Virginia Cherrill
3414,Florence Lee
3415,Hector Elizondo
3416,Molly McCarthy
3417,Edna Purviance
3418,Jackie Coogan
3419,Fred McCarren
3420,Vera-Ellen
3421,Benjamin Bratt
3422,Garry Shandling
3423,Terry Funk
3424,Mick Foley
3425,Jake Roberts
3426,Henry Silva
3427,John Tormey
3428,Noah Taylor
3429,Loene Carmen
3430,Ben Mendelsohn
3431,Matt Lattanzi
3432,Caren Kaye
3433,Judy Holliday
3434,John Harkins
3435,William Kerwin
3436,Mal Arnold
3437,Connie Mason
3438,Ron Brown
3439,Brian Russell
3440,Linda Wallace
3441,Zachary Ittimangnaq
3442,Claudia McNeil
3443,Ruby Dee
3444,Niamh Cusack
3445,Dennis Christopher
3446,Penelope Allen
3447,Ron Howard
3448,Louis Calhern
3449,Jeffrey Hunter
3450,Carroll Baker
3451,Robert Vaughn
3452,Cora Lee Day
3453,Alva Rogers
3454,Barbarao
3455,Gottfried John
3456,Rita Wilson
3457,Annie Potts
3458,Margaret Langrick
3459,Michael Schoeffling
3460,Thomas F. Wilson
3461,Fidel Abrego
3462,Griffin Dunne
3463,Haviland Morris
3464,Roseanne Barr
3465,Ed Begley Jr.
3466,Michael E. Knight
3467,Jerry Nelson
3468,Charles Fleischer
3469,Blaze Berdahl
3470,Glenda Jackson
3471,Robert Wagner
3472,Kenneth More
3473,Ronald Allen
3474,Robert Ayres
3475,Virginia Mayo
3476,Robert Beatty
3477,David Brisbin
3478,Ali Larter
3479,Kerr Smith
3480,Jeanie Drynan
3481,Linal Haft
3482,Russell Dykstra
3483,Tchéky Karyo
3484,Bart the Bear
3485,Youk the Bear
3486,Torin Thatcher
3487,Margarita Terekhova
3488,Filipp Yankovskiy
3489,Ignat Daniltsev
3490,Nick Cravat
3491,Eva Bartok
3492,Tracy Camilla Johns
3493,Tommy Redmond Hicks
3494,John Canada Terrell
3495,Tisha Campbell-Martin
3496,Ricky Schroder
3497,Hope Lange
3498,Deborah Raffin
3499,Ed Lauter
3500,John P. Ryan
3501,Lesley-Anne Down
3502,Michael Parks
3503,Judith Hoag
3504,Josh Pais
3505,Michelan Sisti
3506,Michael Carmine
3507,Donald Gibb
3508,Leah Ayres
3509,Tom. T. Tran
3510,Aaliyah
3511,Leelee Sobieski
3512,Shane West
3513,Marla Sokoloff
3514,Jodi Lyn O'Keefe
3515,Susan Tyrrell
3516,Hossein Mahjoub
3517,Mohsen Ramezani
3518,Salameh Feyzi
3519,James Aubrey
3520,Tom Chapin
3521,Hugh Edwards
3522,Henry Bergman
3523,Maksim Munzuk
3524,Yuriy Solomin
3525,Mikhail Bychkov
3526,François Truffaut
3527,Teri Garr
3528,Myriam Boyer
3529,Kylie Travis
3530,Shannon Whirry
3531,Rosanna DeSoto
3532,Corey Haim
3533,Kerri Green
3534,Iben Hjejle
3535,Todd Louiso
3536,Hill Harper
3537,Rudolph Valentino
3538,Vilma Bánky
3539,George Fawcett
3540,Glen Campbell
3541,Navin Chowdhry
3542,Peggy Ashcroft
3543,Brad Davis
3544,Irene Miracle
3545,Bo Hopkins
3546,Natalya Bondarchuk
3547,Donatas Banionis
3548,Jüri Järvet
3549,Peter Finch
3550,Mac Davis
3551,Sondra Locke
3552,Shawn Doyle
3553,Scott Caan
3554,Carroll O'Connor
3555,David Roberts
3556,Sandy Winton
3557,Edward Fox
3558,Screamin' Jay Hawkins
3559,Liza Minnelli
3560,Tawny Kitaen
3561,Adrian Zmed
3562,Carl Weathers
3563,Kevin Peter Hall
3564,John Colicos
3565,Emmanuelle Chaulet
3566,Stephen Lack
3567,Katie Garner
3568,Dominic West
3569,Justin Theroux
3570,Josh Lucas
3571,Linda Bassett
3572,Jordan Routledge
3573,Bobcat Goldthwait
3574,Bruce Baum
3575,Helmut Griem
3576,Victor Buono
3577,Forrest Tucker
3578,Coral Browne
3579,Sanaa Lathan
3580,Glenndon Chatman
3581,Nigel Bruce
3582,Debbie Fan
3583,Kristen Johnston
3584,Antônio Fagundes
3585,Alexandre Borges
3586,Derick Martini
3587,Steven Martini
3588,Amy Hathaway
3589,Bodil Jørgensen
3590,Jens Albinus
3591,Anne Louise Hassing
3592,Raphael Sbarge
3593,Jennifer Runyon
3594,Janet Gunn
3595,Rick Dean
3596,Claudia Christian
3597,Richard Tyson
3598,Connie Nielsen
3599,John Simm
3600,Lorraine Pilkington
3601,Shaun Parkes
3602,Valérie Kaprisky
3603,Art Metrano
3604,Ray Sharkey
3605,Tovah Feldshuh
3606,Leigh McCloskey
3607,Eleonora Giorgi
3608,Perry King
3609,Frederick Koehler
3610,Jean Valmont
3611,Michel Elias
3612,Frédéric Legros
3613,Barry Pepper
3614,Amanda Schull
3615,Ethan Stiefel
3616,Sascha Radetsky
3617,Elaine Stritch
3618,Amanda Peet
3619,Brian Van Holt
3620,Jonathan Abrahams
3621,Kathryn Grayson
3622,Betty Garrett
3623,Mark Holton
3624,Xuan Ngoc Nguyen
3625,Julianna Margulies
3626,Mena Suvari
3627,Zak Orth
3628,Seann William Scott
3629,Tracey Ullman
3630,Julius Averitt
3631,Lucy Liu
3632,John Standing
3633,Matthew Delamere
3634,Candace Hilligoss
3635,Frances Feist
3636,Sidney Berger
3637,John Carroll
3638,Anna Lee
3639,Mack Swain
3640,Tom Murray
3641,Mady Correll
3642,Allison Roddan
3643,George Lazenby
3644,Diana Rigg
3645,Barbara Bach
3646,Curd Jürgens
3647,Macha Méril
3648,Stéphane Freiss
3649,Michael Lonsdale
3650,Britt Ekland
3651,Maxine Audley
3652,Jerry Desmonde
3653,Clarence Geldert
3654,Carl Miller
3655,Susan Hayward
3656,Dennis O'Keefe
3657,Paul Giamatti
3658,Maureen Connell
3659,Lauren Hutton
3660,Christopher George
3661,Catriona MacColl
3662,Carlo De Mejo
3663,Robert August
3664,Michael Hynson
3665,Lord James Blears
3666,James Donald
3667,Andrew Keir
3668,William Hickey
3669,Elizabeth Maclellan
3670,Collin Bernsen
3671,Steve Welles
3672,Guy Rolfe
3673,Richard Lynch
3674,Ian Abercrombie
3675,Gordon Currie
3676,Chandra West
3677,Ash Adams
3678,Ian Ogilvy
3679,Leonard Whiting
3680,Olivia Hussey
3681,John McEnery
3682,Pam Dawber
3683,Cleavon Little
3684,Slim Pickens
3685,Peter Breck
3686,Deborah Walley
3687,Patsy Garrett
3688,Red Steagall
3689,Frank Inn
3690,Benjean
3691,Art Vasil
3692,Rosemary Clooney
3693,Charlotte Stewart
3694,Allen Joseph
3695,Mitchell Ryan
3696,Beau Bridges
3697,Pierre-Marie Escourrou
3698,Mark Herrier
3699,Wyatt Knight
3700,Tony Ganios
3701,Betsy Russell
3702,Janelle Brady
3703,Gil Brenton
3704,Robert Prichard
3705,Andree Maranda
3706,Mitch Cohen
3707,Jennifer Babtist
3708,Ron Fazio
3709,John Altamura
3710,Phoebe Legere
3711,Jason Lively
3712,Steve Marshall
3713,Daryl Edwards
3714,Rosanna Carter
3715,Joanne Samuel
3716,Hugh Keays-Byrne
3717,Bruce Spence
3718,Michael Preston
3719,Tina Turner
3720,David Carradine
3721,Lisa Bonet
3722,David Keith
3723,Brian Krause
3724,Alice Krige
3725,Leleti Khumalo
3726,Miriam Makeba
3727,Dwight Schultz
3728,Michael Ontkean
3729,Alan Bates
3730,Mews Small
3731,Ron Thompson
